ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-07-01,7.064824799999999,5.650194124426378,7.657280643485657,7.064824799999999,7.064824799999999,-0.4335303398164806,-0.4335303398164806,-0.4335303398164806,-0.4335303398164806,-0.4335303398164806,-0.4335303398164806,0.0,0.0,0.0,6.631294460183518
2025-07-02,7.057461264494382,6.167235088664214,8.288895736856869,7.057461264494382,7.057461264494382,0.15479694326986168,0.15479694326986168,0.15479694326986168,0.15479694326986168,0.15479694326986168,0.15479694326986168,0.0,0.0,0.0,7.212258207764243
2025-07-03,7.050097728988764,5.695390336390042,7.7151103291731955,7.050097728988764,7.050097728988764,-0.3415383639993785,-0.3415383639993785,-0.3415383639993785,-0.3415383639993785,-0.3415383639993785,-0.3415383639993785,0.0,0.0,0.0,6.7085593649893855
2025-07-04,7.042734193483145,5.669239974578304,7.741842633638481,7.042734193483145,7.042734193483145,-0.36862915867004825,-0.36862915867004825,-0.36862915867004825,-0.36862915867004825,-0.36862915867004825,-0.36862915867004825,0.0,0.0,0.0,6.674105034813097
2025-07-05,7.035370657781321,7.006967800186801,9.084889775014926,7.035370657781321,7.035370657781321,1.027402178222501,1.027402178222501,1.027402178222501,1.027402178222501,1.027402178222501,1.027402178222501,0.0,0.0,0.0,8.062772836003822
2025-07-06,7.028007122079498,6.564376465756435,8.736744461991353,7.028007122079498,7.028007122079498,0.6541367585348814,0.6541367585348814,0.6541367585348814,0.6541367585348814,0.6541367585348814,0.6541367585348814,0.0,0.0,0.0,7.68214388061438
2025-07-07,7.020643586377673,5.292878491707877,7.34205940421168,7.020643586377673,7.020643586377673,-0.6926380175439316,-0.6926380175439316,-0.6926380175439316,-0.6926380175439316,-0.6926380175439316,-0.6926380175439316,0.0,0.0,0.0,6.328005568833742
2025-07-08,7.013280051047119,5.538465098928544,7.603740664596866,7.013280051047119,7.013280051047119,-0.43353033981521777,-0.43353033981521777,-0.43353033981521777,-0.43353033981521777,-0.43353033981521777,-0.43353033981521777,0.0,0.0,0.0,6.579749711231901
2025-07-09,7.005916515716565,6.223286132580002,8.189794797133734,7.005916515716565,7.005916515716565,0.15479694327007765,0.15479694327007765,0.15479694327007765,0.15479694327007765,0.15479694327007765,0.15479694327007765,0.0,0.0,0.0,7.160713458986642
2025-07-10,6.998552980386011,5.646535412853085,7.626758370539865,6.998552980386011,6.998552980386011,-0.34153836399999643,-0.34153836399999643,-0.34153836399999643,-0.34153836399999643,-0.34153836399999643,-0.34153836399999643,0.0,0.0,0.0,6.657014616386014
2025-07-11,6.991189445348311,5.670338689055207,7.687673417144479,6.991189445348311,6.991189445348311,-0.36862915866925394,-0.36862915866925394,-0.36862915866925394,-0.36862915866925394,-0.36862915866925394,-0.36862915866925394,0.0,0.0,0.0,6.622560286679057
2025-07-12,6.983825910310615,7.00204827611259,9.036295734729716,6.983825910310615,6.983825910310615,1.027402178219823,1.027402178219823,1.027402178219823,1.027402178219823,1.027402178219823,1.027402178219823,0.0,0.0,0.0,8.011228088530437
2025-07-13,6.976462966773927,6.588809419685291,8.580445774560838,6.976462966773927,6.976462966773927,0.6541367585390214,0.6541367585390214,0.6541367585390214,0.6541367585390214,0.6541367585390214,0.6541367585390214,0.0,0.0,0.0,7.6305997253129485
2025-07-14,6.969100023237241,5.233436541404046,7.244434860105474,6.969100023237241,6.969100023237241,-0.6926380175446278,-0.6926380175446278,-0.6926380175446278,-0.6926380175446278,-0.6926380175446278,-0.6926380175446278,0.0,0.0,0.0,6.276462005692613
2025-07-15,6.961737079700552,5.509741170254441,7.476263366081546,6.961737079700552,6.961737079700552,-0.43353033981484834,-0.43353033981484834,-0.43353033981484834,-0.43353033981484834,-0.43353033981484834,-0.43353033981484834,0.0,0.0,0.0,6.528206739885704
2025-07-16,6.954390193238023,6.099003876166239,8.13497656043248,6.954390193238023,6.954390193238023,0.1547969432699808,0.1547969432699808,0.1547969432699808,0.1547969432699808,0.1547969432699808,0.1547969432699808,0.0,0.0,0.0,7.1091871365080035
2025-07-17,6.947043306775493,5.633508967889769,7.585558883218456,6.947043306775493,6.947043306775493,-0.3415383639975922,-0.3415383639975922,-0.3415383639975922,-0.3415383639975922,-0.3415383639975922,-0.3415383639975922,0.0,0.0,0.0,6.605504942777901
2025-07-18,6.939696420312964,5.577718143158691,7.584358047419963,6.939696420312964,6.939696420312964,-0.3686291586684597,-0.3686291586684597,-0.3686291586684597,-0.3686291586684597,-0.3686291586684597,-0.3686291586684597,0.0,0.0,0.0,6.571067261644504
2025-07-19,6.932380502025715,6.916096969275689,8.956547997217864,6.932380502025715,6.932380502025715,1.0274021782200997,1.0274021782200997,1.0274021782200997,1.0274021782200997,1.0274021782200997,1.0274021782200997,0.0,0.0,0.0,7.959782680245815
2025-07-20,6.9250645837384655,6.421671118455976,8.633177803709662,6.9250645837384655,6.9250645837384655,0.6541367585385678,0.6541367585385678,0.6541367585385678,0.6541367585385678,0.6541367585385678,0.6541367585385678,0.0,0.0,0.0,7.579201342277033
2025-07-21,6.917748665451216,5.214306760404008,7.275136554551989,6.917748665451216,6.917748665451216,-0.6926380175448319,-0.6926380175448319,-0.6926380175448319,-0.6926380175448319,-0.6926380175448319,-0.6926380175448319,0.0,0.0,0.0,6.2251106479063845
2025-07-22,6.910482770112283,5.426480459558183,7.509190879458068,6.910482770112283,6.910482770112283,-0.4335303398140322,-0.4335303398140322,-0.4335303398140322,-0.4335303398140322,-0.4335303398140322,-0.4335303398140322,0.0,0.0,0.0,6.476952430298251
2025-07-23,6.903216874773348,6.017689948138013,8.097711384426324,6.903216874773348,6.903216874773348,0.15479694327033786,0.15479694327033786,0.15479694327033786,0.15479694327033786,0.15479694327033786,0.15479694327033786,0.0,0.0,0.0,7.058013818043686
2025-07-24,6.8959509794344145,5.546513069473551,7.5459326012203345,6.8959509794344145,6.8959509794344145,-0.3415383639982101,-0.3415383639982101,-0.3415383639982101,-0.3415383639982101,-0.3415383639982101,-0.3415383639982101,0.0,0.0,0.0,6.554412615436204
2025-07-25,6.8886893273743555,5.478330758270442,7.507502372372953,6.8886893273743555,6.8886893273743555,-0.36862915866766527,-0.36862915866766527,-0.36862915866766527,-0.36862915866766527,-0.36862915866766527,-0.36862915866766527,0.0,0.0,0.0,6.52006016870669
2025-07-26,6.881427675314298,6.892735054396521,9.025885143600195,6.881427675314298,6.881427675314298,1.0274021782209777,1.0274021782209777,1.0274021782209777,1.0274021782209777,1.0274021782209777,1.0274021782209777,0.0,0.0,0.0,7.908829853535276
2025-07-27,6.874166023254241,6.487010072404047,8.535013533044038,6.874166023254241,6.874166023254241,0.654136758537234,0.654136758537234,0.654136758537234,0.654136758537234,0.654136758537234,0.654136758537234,0.0,0.0,0.0,7.528302781791475
2025-07-28,6.866924283373957,5.171733438391578,7.262417618637028,6.866924283373957,6.866924283373957,-0.6926380175423109,-0.6926380175423109,-0.6926380175423109,-0.6926380175423109,-0.6926380175423109,-0.6926380175423109,0.0,0.0,0.0,6.174286265831646
2025-07-29,6.859682543493675,5.444408418052608,7.409286469558309,6.859682543493675,6.859682543493675,-0.43353033981321604,-0.43353033981321604,-0.43353033981321604,-0.43353033981321604,-0.43353033981321604,-0.43353033981321604,0.0,0.0,0.0,6.426152203680459
2025-07-30,6.852456754271819,5.930605349515384,8.114695120396563,6.852456754271819,6.852456754271819,0.15479694326961535,0.15479694326961535,0.15479694326961535,0.15479694326961535,0.15479694326961535,0.15479694326961535,0.0,0.0,0.0,7.007253697541435
2025-07-31,6.845230965049963,5.488309638309458,7.502158292100459,6.845230965049963,6.845230965049963,-0.3415383639985939,-0.3415383639985939,-0.3415383639985939,-0.3415383639985939,-0.3415383639985939,-0.3415383639985939,0.0,0.0,0.0,6.50369260105137
2025-08-01,6.838005175828108,5.410701262794189,7.404157593460932,6.838005175828108,6.838005175828108,-0.3686291586669729,-0.3686291586669729,-0.3686291586669729,-0.3686291586669729,-0.3686291586669729,-0.3686291586669729,0.0,0.0,0.0,6.469376017161135
2025-08-02,6.830798415120859,6.825300518087377,8.930219053254062,6.830798415120859,6.830798415120859,1.0274021782215546,1.0274021782215546,1.0274021782215546,1.0274021782215546,1.0274021782215546,1.0274021782215546,0.0,0.0,0.0,7.8582005933424135
2025-08-03,6.823591654413611,6.488721513314739,8.544691818585406,6.823591654413611,6.823591654413611,0.6541367585359001,0.6541367585359001,0.6541367585359001,0.6541367585359001,0.6541367585359001,0.6541367585359001,0.0,0.0,0.0,7.477728412949511
2025-08-04,6.816384893706362,5.0295102969763645,7.162953493245001,6.816384893706362,6.816384893706362,-0.6926380175425149,-0.6926380175425149,-0.6926380175425149,-0.6926380175425149,-0.6926380175425149,-0.6926380175425149,0.0,0.0,0.0,6.123746876163847
2025-08-05,6.809189322405854,5.394112394750652,7.383369763213416,6.809189322405854,6.809189322405854,-0.43353033981239997,-0.43353033981239997,-0.43353033981239997,-0.43353033981239997,-0.43353033981239997,-0.43353033981239997,0.0,0.0,0.0,6.375658982593454
2025-08-06,6.801993751105347,5.883655338525441,8.005165740939681,6.801993751105347,6.801993751105347,0.15479694326983137,0.15479694326983137,0.15479694326983137,0.15479694326983137,0.15479694326983137,0.15479694326983137,0.0,0.0,0.0,6.9567906943751785
2025-08-07,6.7947981798048405,5.424589940008038,7.595742820411808,6.7947981798048405,6.7947981798048405,-0.3415383639992118,-0.3415383639992118,-0.3415383639992118,-0.3415383639992118,-0.3415383639992118,-0.3415383639992118,0.0,0.0,0.0,6.4532598158056285
2025-08-08,6.787633989904332,5.385512172723641,7.454641905190749,6.787633989904332,6.787633989904332,-0.36862915867042545,-0.36862915867042545,-0.36862915867042545,-0.36862915867042545,-0.36862915867042545,-0.36862915867042545,0.0,0.0,0.0,6.419004831233907
