timestamp,heart_rate,threshold_anomaly,anomaly_reason,severity,rolling_mean,rolling_std,z_score,residual_anomaly,residual_anomaly_reason
2025-10-12 08:00:00,63.0,False,,Normal,88.31985445289297,26.35692859302315,-0.960652657341214,False,
2025-10-12 08:01:00,168.54212732392557,False,,Normal,88.31985445289297,26.35692859302315,3.0436880968209574,True,Statistical deviation detected
2025-10-12 08:02:00,63.9,False,,Normal,88.31985445289297,26.35692859302315,-0.926506039586533,False,
2025-10-12 08:03:00,65.1,False,,Normal,88.31985445289297,26.35692859302315,-0.8809772159136252,False,
2025-10-12 08:04:00,68.0,False,,Normal,88.31985445289297,26.35692859302315,-0.7709492253707642,False,
2025-10-12 08:05:00,61.2,False,,Normal,88.31985445289297,26.35692859302315,-1.0289458928505757,False,
2025-10-12 08:06:00,65.4,False,,Normal,88.31985445289297,26.35692859302315,-0.8695950099953978,False,
2025-10-12 08:07:00,65.0,False,,Normal,88.31985445289297,26.35692859302315,-0.884771284553034,False,
2025-10-12 08:08:00,66.0,False,,Normal,88.31985445289297,26.35692859302315,-0.8468305981589441,False,
2025-10-12 08:09:00,67.4,False,,Normal,88.31985445289297,26.35692859302315,-0.793713637207218,False,
2025-10-12 08:10:00,64.9,False,,Normal,88.31985445289297,26.35692859302315,-0.8885653531924428,False,
2025-10-12 08:11:00,92.3,False,,Normal,88.31985445289297,26.35692859302315,0.1510094540056213,False,
2025-10-12 08:12:00,79.9,False,,Normal,88.31985445289297,26.35692859302315,-0.3194550572810937,False,
2025-10-12 08:13:00,70.2,False,,Normal,88.31985445289297,26.35692859302315,-0.6874797153037662,False,
2025-10-12 08:14:00,155.3606401965046,False,,Normal,88.31985445289297,26.35692859302315,2.5435734275117445,False,
2025-10-12 08:15:00,66.7,False,,Normal,88.31985445289297,26.35692859302315,-0.8202721176830811,False,
2025-10-12 08:16:00,62.7,False,,Normal,88.31985445289297,26.35692859302315,-0.9720348632594408,False,
2025-10-12 08:17:00,65.2,False,,Normal,88.31985445289297,26.35692859302315,-0.877183147274216,False,
2025-10-12 08:18:00,70.7,False,,Normal,88.31985445289297,26.35692859302315,-0.6685093721067212,False,
2025-10-12 08:19:00,63.2,False,,Normal,88.31985445289297,26.35692859302315,-0.9530645200623958,False,
2025-10-12 08:20:00,84.1,False,,Normal,88.31985445289297,26.35692859302315,-0.16010417442591635,False,
2025-10-12 08:21:00,60.8,False,,Normal,88.31985445289297,26.35692859302315,-1.044122167408212,False,
2025-10-12 08:22:00,70.8,False,,Normal,88.31985445289297,26.35692859302315,-0.6647153034673124,False,
2025-10-12 08:23:00,67.5,False,,Normal,88.31985445289297,26.35692859302315,-0.7899195685678092,False,
2025-10-12 08:24:00,73.5,False,,Normal,88.31985445289297,26.35692859302315,-0.5622754502032695,False,
2025-10-12 08:25:00,57.8,False,,Normal,74.15778308346866,21.28417282579359,-0.7685420734369873,False,
2025-10-12 08:26:00,62.9,False,,Normal,74.28178308346867,21.235847301875104,-0.5359702575415208,False,
2025-10-12 08:27:00,66.7,False,,Normal,72.17894053699014,16.356614270175083,-0.3349678675257788,False,
2025-10-12 08:28:00,65.0,False,,Normal,72.68294053699016,16.4840574097552,-0.466083069230295,False,
2025-10-12 08:29:00,63.0,False,,Normal,72.77894053699013,16.45294233134029,-0.5943581242611332,False,
2025-10-12 08:30:00,94.2,False,,Normal,72.72694053699014,16.472451676411815,1.303573905163425,False,
2025-10-12 08:31:00,88.1,False,,Normal,73.35294053699015,16.619543001734627,0.8873323757541516,False,
2025-10-12 08:32:00,97.1,False,,Normal,73.46294053699015,16.5839939576812,1.425293454522059,False,
2025-10-12 08:33:00,86.0,False,,Normal,73.99894053699015,16.737270832467658,0.7170260233050464,False,
2025-10-12 08:34:00,71.7,False,,Normal,74.06294053699014,16.712159505552567,-0.14139048845330665,False,
2025-10-12 08:35:00,89.7,False,,Normal,74.05694053699014,16.714654120442173,0.935888856233609,False,
2025-10-12 08:36:00,65.0,False,,Normal,74.07694053699015,16.704068656798416,-0.5433969519694808,False,
2025-10-12 08:37:00,67.0,False,,Normal,74.56094053699015,17.570959838620556,-0.43030888330087086,False,
2025-10-12 08:38:00,65.3,False,,Normal,75.30894053699015,18.57051607687026,-0.5389694048668345,False,
2025-10-12 08:39:00,109.6,False,,Normal,76.57094053699015,20.28147279849845,1.6285334976719084,False,
2025-10-12 08:40:00,66.8,False,,Normal,75.82972773306005,17.878042977824936,-0.5050735832320412,False,
