timestamp,activity_level,threshold_anomaly,anomaly_reason,severity,rolling_mean,rolling_std,z_score,residual_anomaly,residual_anomaly_reason
2024-10-01 06:00:00,24.24079556657554,False,,Normal,32.26054584862185,25.709170377579824,-0.3119412198963398,False,
2024-10-01 06:01:00,35.29292925858766,False,,Normal,32.26054584862185,25.709170377579824,0.11794948057370133,False,
2024-10-01 06:02:00,29.999666846271115,False,,Normal,32.26054584862185,25.709170377579824,-0.08794056288886776,False,
2024-10-01 06:03:00,20.11153938668944,False,,Normal,32.26054584862185,25.709170377579824,-0.4725553493539347,False,
2024-10-01 06:04:00,36.186649029103926,False,,Normal,32.26054584862185,25.709170377579824,0.1527121634074098,False,
2024-10-01 06:05:00,16.02205936493548,False,,Normal,32.26054584862185,25.709170377579824,-0.6316223205018368,False,
2024-10-01 06:06:00,35.49795853809445,False,,Normal,32.26054584862185,25.709170377579824,0.12592442758757472,False,
2024-10-01 06:07:00,33.82704554211608,False,,Normal,32.26054584862185,25.709170377579824,0.06093155125413048,False,
2024-10-01 06:08:00,34.27511807096231,False,,Normal,32.26054584862185,25.709170377579824,0.07836006041397744,False,
2024-10-01 06:09:00,28.125374100491765,False,,Normal,32.26054584862185,25.709170377579824,-0.16084422509767246,False,
2024-10-01 06:10:00,29.21715501115546,False,,Normal,32.26054584862185,25.709170377579824,-0.11837763235420497,False,
2024-10-01 06:11:00,17.405892414356742,False,,Normal,32.26054584862185,25.709170377579824,-0.5777958852154759,False,
2024-10-01 06:12:00,28.72833039686624,False,,Normal,32.26054584862185,25.709170377579824,-0.13739126010245306,False,
2024-10-01 06:13:00,36.510065053713305,False,,Normal,32.26054584862185,25.709170377579824,0.16529195525909976,False,
2024-10-01 06:14:00,18.01868073004476,False,,Normal,32.26054584862185,25.709170377579824,-0.5539604878513115,False,
2024-10-01 06:15:00,23.00759631707725,False,,Normal,32.26054584862185,25.709170377579824,-0.3599085087438412,False,
2024-10-01 06:16:00,47.68170216756761,False,,Normal,32.26054584862185,25.709170377579824,0.5998309355234245,False,
2024-10-01 06:17:00,21.6117655108153,False,,Normal,32.26054584862185,25.709170377579824,-0.4142016162797462,False,
2024-10-01 06:18:00,22.805192296303115,False,,Normal,32.26054584862185,25.709170377579824,-0.3677813420530721,False,
2024-10-01 06:19:00,32.34034567365168,False,,Normal,32.26054584862185,25.709170377579824,0.0031039438750414803,False,
2024-10-01 06:20:00,30.04315090824507,False,,Normal,32.26054584862185,25.709170377579824,-0.08624917963363468,False,
2024-10-01 06:21:00,32.87878081409252,False,,Normal,32.26054584862185,25.709170377579824,0.024047253658661807,False,
2024-10-01 06:22:00,32.49252949968601,False,,Normal,32.26054584862185,25.709170377579824,0.009023381098406807,False,
