timestamp,step_count,threshold_anomaly,anomaly_reason,severity,rolling_mean,rolling_std,z_score,residual_anomaly,residual_anomaly_reason
2024-10-01 06:00:00,12,False,,Normal,12.191765873015873,12.496310861771532,-0.015345797635102198,False,
2024-10-01 06:01:00,7,False,,Normal,12.191765873015873,12.496310861771532,-0.41546385289074134,False,
2024-10-01 06:02:00,10,False,,Normal,12.191765873015873,12.496310861771532,-0.17539301973735785,False,
2024-10-01 06:03:00,8,False,,Normal,12.191765873015873,12.496310861771532,-0.3354402418396135,False,
2024-10-01 06:04:00,9,False,,Normal,12.191765873015873,12.496310861771532,-0.25541663078848564,False,
2024-10-01 06:05:00,8,False,,Normal,12.191765873015873,12.496310861771532,-0.3354402418396135,False,
2024-10-01 06:06:00,16,False,,Normal,12.191765873015873,12.496310861771532,0.3047486465694091,False,
2024-10-01 06:07:00,5,False,,Normal,12.191765873015873,12.496310861771532,-0.5755110749929969,False,
2024-10-01 06:08:00,15,False,,Normal,12.191765873015873,12.496310861771532,0.22472503551828127,False,
2024-10-01 06:09:00,1,False,,Normal,12.191765873015873,12.496310861771532,-0.8956055191975083,False,
2024-10-01 06:10:00,6,False,,Normal,12.191765873015873,12.496310861771532,-0.49548746394186916,False,
2024-10-01 06:11:00,7,False,,Normal,12.191765873015873,12.496310861771532,-0.41546385289074134,False,
2024-10-01 06:12:00,11,False,,Normal,12.191765873015873,12.496310861771532,-0.09536940868623002,False,
2024-10-01 06:13:00,14,False,,Normal,12.191765873015873,12.496310861771532,0.14470142446715345,False,
2024-10-01 06:14:00,8,False,,Normal,12.191765873015873,12.496310861771532,-0.3354402418396135,False,
2024-10-01 06:15:00,11,False,,Normal,12.191765873015873,12.496310861771532,-0.09536940868623002,False,
2024-10-01 06:16:00,8,False,,Normal,12.191765873015873,12.496310861771532,-0.3354402418396135,False,
2024-10-01 06:17:00,8,False,,Normal,12.191765873015873,12.496310861771532,-0.3354402418396135,False,
2024-10-01 06:18:00,13,False,,Normal,12.191765873015873,12.496310861771532,0.06467781341602563,False,
2024-10-01 06:19:00,6,False,,Normal,12.191765873015873,12.496310861771532,-0.49548746394186916,False,
2024-10-01 06:20:00,9,False,,Normal,12.191765873015873,12.496310861771532,-0.25541663078848564,False,
2024-10-01 06:21:00,9,False,,Normal,12.191765873015873,12.496310861771532,-0.25541663078848564,False,
2024-10-01 06:22:00,11,False,,Normal,12.191765873015873,12.496310861771532,-0.09536940868623002,False,
2024-10-01 06:23:00,6,False,,Normal,12.191765873015873,12.496310861771532,-0.49548746394186916,False,
2024-10-01 06:24:00,11,False,,Normal,12.191765873015873,12.496310861771532,-0.09536940868623002,False,
2024-10-01 06:25:00,9,False,,Normal,10.38,5.283358548406535,-0.26119744214951446,False,
2024-10-01 06:26:00,4,False,,Normal,10.44,5.319045487487316,-1.2107433193429777,False,
2024-10-01 06:27:00,10,False,,Normal,10.44,5.319045487487316,-0.08272159324703565,False,
2024-10-01 06:28:00,6,False,,Normal,10.5,5.3308880448700835,-0.8441368713780212,False,
2024-10-01 06:29:00,9,False,,Normal,10.48,5.342322356734504,-0.2770330249917052,False,
2024-10-01 06:30:00,12,False,,Normal,10.44,5.36108426438122,0.2909858588455143,False,
2024-10-01 06:31:00,34,False,,Normal,10.54,5.36127459715714,4.375824293091714,True,Statistical deviation detected
2024-10-01 06:32:00,10,False,,Normal,10.38,5.314170505663636,-0.0715069130898413,False,
2024-10-01 06:33:00,9,False,,Normal,10.5,5.257647491307984,-0.2852986468151723,False,
2024-10-01 06:34:00,12,False,,Normal,10.46,5.230249535546238,0.294440962155394,False,
2024-10-01 06:35:00,12,False,,Normal,10.66,5.049186638884101,0.26538922611641097,False,
2024-10-01 06:36:00,11,False,,Normal,10.68,5.032303809653493,0.06358915290388269,False,
2024-10-01 06:37:00,9,False,,Normal,11.1,5.566847933828205,-0.3772331573861972,False,
2024-10-01 06:38:00,14,False,,Normal,11.08,5.569010464258477,0.5243300393149403,False,
2024-10-01 06:39:00,19,False,,Normal,10.98,5.560391999101634,1.4423440935372287,False,
2024-10-01 06:40:00,9,False,,Normal,11.02,5.545691469740363,-0.36424666730475436,False,
2024-10-01 06:41:00,10,False,,Normal,11.12,5.590224704329689,-0.20034969234472005,False,
2024-10-01 06:42:00,11,False,,Normal,11.08,5.620080615298056,-0.014234668724781028,False,
2024-10-01 06:43:00,10,False,,Normal,11.16,5.603788805762743,-0.2070027678067254,False,
2024-10-01 06:44:00,9,False,,Normal,11.14,5.598870148411687,-0.3822199052762779,False,
2024-10-01 06:45:00,10,False,,Normal,11.2,5.558593273812491,-0.21588191922072977,False,
2024-10-01 06:46:00,7,False,,Normal,11.16,5.581894930971754,-0.7452664921461164,False,
2024-10-01 06:47:00,28,False,,Normal,11.12,5.604808431250831,3.0116991856818363,True,Statistical deviation detected
2024-10-01 06:48:00,8,False,,Normal,11.08,5.612813329283965,-0.5487443231340454,False,
2024-10-01 06:49:00,8,False,,Normal,11.14,5.573296390204026,-0.5634007626291502,False,
2024-10-01 06:50:00,15,False,,Normal,11.28,5.656998555158134,0.6575924151537277,False,
2024-10-01 06:51:00,7,False,,Normal,11.26,5.6669827842998615,-0.7517226380287427,False,
2024-10-01 06:52:00,13,False,,Normal,11.26,5.6669827842998615,0.3070416408849795,False,
2024-10-01 06:53:00,7,False,,Normal,11.8,6.730982279651283,-0.713120178817125,False,
2024-10-01 06:54:00,7,False,,Normal,12.36,7.372757355318846,-0.7270006341837034,False,
2024-10-01 06:55:00,13,False,,Normal,12.46,7.360151950516638,0.07336804053264877,False,
2024-10-01 06:56:00,8,False,,Normal,12.36,7.400386090314091,-0.5891583706082799,False,
2024-10-01 06:57:00,11,False,,Normal,11.9,6.7104852466045966,-0.13411844789271218,False,
2024-10-01 06:58:00,13,False,,Normal,11.86,6.727979955805032,0.16944162111760833,False,
2024-10-01 06:59:00,11,False,,Normal,12.06,6.789577847476143,-0.15612161281461945,False,
2024-10-01 07:00:00,7,False,,Normal,11.98,6.813821487631307,-0.730867293511076,False,
2024-10-01 07:01:00,28,False,,Normal,12.04,6.827196514302042,2.3377088426936514,False,
2024-10-01 07:02:00,10,False,,Normal,12.04,6.827196514302042,-0.2988048896676095,False,
2024-10-01 07:03:00,9,False,,Normal,12.02,6.837740407294723,-0.4416663076462889,False,
2024-10-01 07:04:00,10,False,,Normal,11.88,6.867967646388321,-0.2737345053240221,False,
2024-10-01 07:05:00,16,False,,Normal,11.7,6.795106282300159,0.6328082576710167,False,
2024-10-01 07:06:00,6,False,,Normal,11.72,6.788465607640835,-0.8426056030918367,False,
2024-10-01 07:07:00,12,False,,Normal,11.76,6.784014824781646,0.035377275967325005,False,
2024-10-01 07:08:00,12,False,,Normal,11.7,6.80411040234849,0.0440909888536589,False,
2024-10-01 07:09:00,9,False,,Normal,11.72,6.80048017512329,-0.3999716975836916,False,
